Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,ASIN 
https://www.amazon.in//Tata-Sampann-Iranian-Pistachios-Roasted/dp/B09GNTYNFL/ref=sr_1_53?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-53,"Tata Sampann Pistachios Roasted & Salted, Pista, 200g, Rich In Protein, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits, Shelled Nuts, Crunchy & Delicious Healthy Snack  ",₹282,4.3 out of 5 stars,"2,893","Super Market Groceries Supplies Pvt. Ltd, (103) Super Market Groceries Supplies Pvt. Ltd., D. No. 4/88/2, Part B, Asst. No. 426, RAB Estates, Dhanekula Engineering College Road, Gangur, Vijayawada (Rural), District-Krisna, Andhra Pradesh - 521 139. Lic. No. 10117006000306 (123) Unisha Enterprise Private Limited, Plot No. EL-14, TTC Ind. Area, MIDC, Mahape, Navi Mumbai, Ghansoli Zone, Navi Mumbai Municipal Corporation (Thane Zone-2), District-Thane, Maharashtra - 400 710. Lic. No. 11521015000017 (117) Shivam Enterprises, Kh. No. 8/15 & 8/6, Akash Vihar, Near Bakkarwala More, Nangloi-Najafgarh Road, District South West Delhi, New Delhi - 110 041. Lic. No. 10020011007437 (104) Grocery Farm, Shed No. 2, Sy. No. 28/1A, Doddakallasandra, Kanakapura Main Road, Bangalore South, District-Bangalore Urban, Karnataka - 560 062. Lic. No. 11221302000956",B09GNTYNFL
https://www.amazon.in//Lotte-Choco-Pie-Pack-336g/dp/B0152RPOTC/ref=sr_1_54?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-54,"Lotte Choco Pie (Pack of 12), 336g  ",₹143,4.4 out of 5 stars,"8,266","Lotte, 4/169, Rajiv Gandhi Salai, Kandanchavadi,Chennai-96",B0152RPOTC
https://www.amazon.in//Crax-Rings-Masala-Mania-55g/dp/B09JCKVQML/ref=sr_1_55_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-55,Crax Rings Masala Mania 53g  ,₹12,3.0 out of 5 stars,5,"DFM Foods, Manufactured By: DFM Foods Limited 149, First Floor, Kilokari, Ring Road, Ashram, New Delhi-110014 At: A:- Plot No. 49,50,53 &54, Ecotech-1 (Extn.), Greater Noida-201312, Gautam Budha Nagar, (U.P.), India FSSAI Lic. No. 10012051000335 B:- C-40, Meerut Road, Industrial Area, Ghaziabad-201003 (U.P.), India FSSAI Lic. No. 10012051000334",B09JCKVQML
https://www.amazon.in//Uncle-Chipps-Spicy-Treat-Pouch/dp/B0CV48BK3W/ref=sr_1_56_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-56,"Uncle Chipps Spicy Treat, 80gm Pouch  ",₹40,4.1 out of 5 stars,58,"Pepsico India Holdings Pvt Ltd, PepsiCo India Pvt. Ltd. P.O. Box 27, DLF Qutab Enclave, Phase - 1, Gurugram -122002, Haryana, India",B0CV48BK3W
https://www.amazon.in//TROOGOOD-Original-Protein-High-Energy-Preservatives/dp/B0D1R9X47X/ref=sr_1_57?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-57,"TROOGOOD Original Millet Chikki (Pack of 50) | 15g Each| Comes in Jar | Millet Chikki, Packed with Fibre and Protein! High-Energy Snacks Bars | Gluten Free chikki with No Added Preservatives and Colours  ",₹195,4.4 out of 5 stars,82,"MFORMILLET Foods Private Limited, MFORMILLET FOODS PRIVATE LIMITED, MFORMILLET FOODS PRIVATE LIMITED Plot No 15 AND 16, H No 1-98/9/3/46 AND 47, Silicon Valley, Madhapur, HYDERABAD, Hyderabad, Telangana, 500081",B0D1R9X47X
https://www.amazon.in//Peppy-Tomato-Disc-75-g/dp/B088L1JH88/ref=sr_1_58_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-58,"Peppy Classic Tomato Disc, 60g  ",₹30,4.2 out of 5 stars,"1,904","Venkataramana Food Specialities Ltd, Plot No A-474, Road No 34, Wagle Industrial Estate, Thane, Maharashtra 400604, Toll Free No 1800221977, feedback@smfood.com",B088L1JH88
https://www.amazon.in//Act-II-Popcorn-Butter-Pouch/dp/B0749NRK42/ref=sr_1_59_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-59,"Act II Popcorn - Butter, 50g  ",₹25,4.3 out of 5 stars,"14,168","Act II, 31,Sarojini Devi Road,Secunderabad :500003",B0749NRK42
https://www.amazon.in//Haldirams-Nagpur-8904004404111-Murukku-200g/dp/B019C0AW60/ref=sr_1_60?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-60,"Haldiram's Nagpur Murukku, 200g  ",₹65,4.1 out of 5 stars,"1,171",Haldiram's,B019C0AW60
https://www.amazon.in//Unibic-Murukku-Favourite-Crunchy-Healthy/dp/B0CST5V91S/ref=sr_1_61_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-61,"Unibic No Palm Oil Butter Murukku | All Time Favourite Snacks |Crunchy Healthy Snacks, Ready to Eat | 130gm  ",₹80,2.0 out of 5 stars,1,"Unibic Foods Pvt Ltd, GHANTA FOODS PVT LTD Sy. No. -631/6 TO 631/11, NANDIWANAPARTHY VILLAGE Near PILLIPALLI, YACHARAM MANDAL , Rangareddi, Telangana-501509 FSSAI Lic No - 10014047000094",B0CST5V91S
https://www.amazon.in//GetKrrackin-Peanut-Chikki-Pack-Preservatives/dp/B0CT3RQ656/ref=sr_1_62?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-62,"GetKrrackin! Peanut Chikki Jar | Pack Of 72 Pcs - 15 Gram Each | No Added Colors Or Preservatives | Crunchy Peanut Bar With Jaggery | Gajak, Gazak | Indian Sweets & Snacks  ",₹299,4.0 out of 5 stars,97,"SMS Traders - 21220204000642, SMS Traders, 7-120/B, 9th Cross, Mangalore - 575006 Karanataka",B0CT3RQ656
https://www.amazon.in//Uncle-Chipps-Plain-Salted-60g/dp/B015CP4B3O/ref=sr_1_63_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-63,"Uncle Chipps Potato Chips 50g, Plain Salted Flavour, Crispy Chips & Snacks  ",₹20,4.4 out of 5 stars,595,PepsiCo india Holdings Pvt LTD,B015CP4B3O
https://www.amazon.in//Kari-Cracker-Japanese-Non-Fried-Vegetarian/dp/B0CSFJ38V8/ref=sr_1_64?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-64,"Kari Kari Sesame Soy Rice Cracker | Crunchy Japanese Snacks | Roasted, Non-Fried Healthy Snacks | 100% Vegetarian | Party Snacks (18g x Pack of 6)  ",₹120,4.1 out of 5 stars,17,"Kameda LT Foods (India) Private Limited, Qingdao Kameda Foods Company Limited, 43 KM. Stone GT road Bahalgarh, Sonepat - 131021, Customer Care no: 1800-572-8881, Email: customercare@ltgroup.in",B0CSFJ38V8
https://www.amazon.in//SHREGO-Mirchi-Pudina-Roasted-Namkeen/dp/B09FZG3ZD3/ref=sr_1_65_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-65,"SHREGO Nimbu Mirchi Pudina Roasted Chana, Snack and Namkeen, Vacuum Packed (150 Gm)  ",₹95,4.0 out of 5 stars,157,"SHREE GOPAL AGRI, Shree Gopal Agri, A-6, Kanavati Ind Estate, Steel Town, Moraiya - Changodar - 382213 | +91 7096709000 | care@shrego.in",B09FZG3ZD3
https://www.amazon.in//Paper-Boat-SuperMix-Pistachio-Chickpeas/dp/B09WRPYN42/ref=sr_1_66?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-66,"Paper Boat Protein Crunch, Premium Nuts SuperMix, Healthy Trail Mix Dry Fruits | Almonds I Cashews I Pistachio I Chickpeas | Dryfruit Pouch (200 gm)  ",₹234,4.1 out of 5 stars,990,"Hector Beverages Pvt Ltd SY 128, Post, near Manjushree Layout, , Kadugodi, Bengaluru, 560067, Hector Beverages Pvt Ltd SY 128, Post, near Manjushree Layout, Channasandra, Kadugodi, Bengaluru, 560067",B09WRPYN42
https://www.amazon.in//Haldirams-Nagpur-All-One-150g/dp/B01FSDG4C6/ref=sr_1_67_f3_0o_fs?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-67,"Haldiram's Nagpur All in One, 200g  ",₹50,4.2 out of 5 stars,"1,447",Haldiram's,B01FSDG4C6
https://www.amazon.in//Happilo-Premium-International-Healthy-Nutmix-200g/dp/B01LY6B085/ref=sr_1_68?crid=3KHTSIK0UBZ4H&dib=eyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE&dib_tag=se&keywords=snacks&qid=1723790725&sprefix=snacks%2Caps%2C196&sr=8-68,"Happilo Premium International Healthy Nutmix 200g, Dried Almonds, Black Raisins, Cashewnuts, Cranberries, Green Raisins, Pistachio Kernels & Walnut Kernels  ",₹279,4.2 out of 5 stars,"13,919","Satvikk International, Happilo International Pvt Ltd, #7, 1st & 2nd Floor , 4th Cross Ullas Theatre Road, Yeshwanthpur - 560022, Contact +91 8884484000",B01LY6B085
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMjY5MDcwNTkxODE2MDYwOjE3MjM3OTA3MjU6c3BfbXRmOjMwMDI3MDAzNzQzMjczMjo6MDo6&url=%2FAdukale-adukale-Methi-Kodubale-180g%2Fdp%2FB097R5TTDY%2Fref%3Dsr_1_69_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790725%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Adukale Methi Kodubale 180g Pack | No Palm Oil  ,₹89,4.3 out of 5 stars,24,,B097R5TTDY
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMjY5MDcwNTkxODE2MDYwOjE3MjM3OTA3MjU6c3BfbXRmOjMwMDE0ODQ0NzAwNjkzMjo6MDo6&url=%2FCravez-Premium-Cranberry-Antioxidants-Antioxidant%2Fdp%2FB0CVN3ZPXK%2Fref%3Dsr_1_70_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790725%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Cravez Premium Cranberry - 500G | High Antioxidants, Dietary Fiber & No Gluten, Antioxidant Rich | Immunity Booster & Healthy Snack | Sweet Berries  ",₹489,4.3 out of 5 stars,182,"Supreme Foods, Supreme Foods",B0CVN3ZPXK
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMjY5MDcwNTkxODE2MDYwOjE3MjM3OTA3MjU6c3BfbXRmOjMwMDMwMDgyMjMwNDQzMjo6MDo6&url=%2FBeyond-Snack-Coconut-Crunchy-Fasting%2Fdp%2FB0CT67FH41%2Fref%3Dsr_1_71_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790725%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Beyond Snack Kerala Banana Chips Made With Coconut Oil And Rock Salt Thin Crunchy Crispy Snacks Family Pack Fasting Special 360 Gram (90G * 4Packs)  ,₹300,3.9 out of 5 stars,91,"Dr Jackfruit India Pvt Ltd, Dr Jackfruit India Pvt Ltd",B0CT67FH41
https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxMjY5MDcwNTkxODE2MDYwOjE3MjM3OTA3MjU6c3BfbXRmOjMwMDI3MDAzNzQzMTEzMjo6MDo6&url=%2FAdukale-adukale-Khara-Muruku-180g%2Fdp%2FB097PYJHGZ%2Fref%3Dsr_1_72_sspa%3Fcrid%3D3KHTSIK0UBZ4H%26dib%3DeyJ2IjoiMSJ9.gnMLsoz6mIJ-GCWuS2rE7cmnAsp29jQIPW5LGn_kKP7HWCvtn0irC7OxDT8v7__sLNBHJL6itG3a3n7DO03DpUczjreEthjpfODi1olAYLspw8XWkGk7rQ3nbUCw7YXoKl2dvOi2Wls2qvWvCaAjZmzqQs_UHc0g-uVIa-jtiFCFjsHIkNIrp9kHAVy-QKod_cdTQ00ffV7e6zaIPfJzezojykJ_tsYJjG-1-MNWjuwWv_LaEH86dioZpw9IZ1DNuWicxauT_6KvLmwNwTQyTiO93kde25dAC8BtJK4Lfgw.ynhwsSkWe4V9KhiIQno72SSSAcKcxZAMPVe8gSRW5eE%26dib_tag%3Dse%26keywords%3Dsnacks%26qid%3D1723790725%26sprefix%3Dsnacks%252Caps%252C196%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Adukale Khara Muruku | South Indian Snacks | No Palm Oil |180g Pack  ,₹79,4.5 out of 5 stars,19,,B097PYJHGZ
